"english","darija","includes_arabizi"
"I'm sorry","sma7 liya",true
"I don't know what you mean","ma3raftch ach kat9sad",true
"I don't know what you mean","ma3raftch chno bghiti t9Sed",true
"I'm not worried about talking to you","ana makhayfch mn l8Dra m3ak",true
"I'm worried about... I seem to worry about everything","ana khayf mn... ban liya ana khayf 3la kolchi",true
"My job","khdmti",true
"My husband","rajli",true
"My children","wladi",true
"It's all very overwhelming","kolchi fayt l9yas bzaf",true
"And I talk too much","o ana kan8Dr bzaf",true
"Thank you for talking","chokran 3la l8dra",true
"It's important that I test your concern","rah darori nkhtabr l9ala9 dyalk",true
"If you're not worried in my office","ila makntich 9ali9 f lmaktab dyali",true
"it's a good thing you're not afraid to talk about yourself","mzyan matkhafch t8dar 3la rask",true
"It's a big step!","rah khoTwa kbira!",true
"Do you know how long you've been feeling all these concerns?","wach 3rafti mnimta onta kat7s bhad lmakhawif?",true
"It started this year","bda had l3am",true
"When I was offered promotion","mnin t3arDat 3lia tar9iya",true
"I turned it down","rfaDt8a",true
"What do you think you're afraid of?","achno kadan mnach khayf?",true
"Responsibility?","lms2oliya?",true
"Fear of failure?","lkhawf mn lfachal?",true
"I hate my job but I don't want to leave it","ana kankr8 lkhdma dyali walakin mabghitch nkhrj mn8a",true
"Um... how exactly do you manifest your fears?","um... kifach bDabT kat3bbr 3la lkhawf dyalk?",true
"I have difficulty sleeping","3ndi So3obat fn3as",true
"I lose things","kanf9ad l7wayj",true
"I forget stuff","kannsa chi 7wayj",true
"Um... sorry what was the question?","um...sma7 liya achno kan so2al dyalk?",true
"Well, the subject seems serious to me","wakha, lmawDo3 kayban jadd bnsba lia",true
"So I suggest we meet once a week for six months","hadchi 3lach ghadi n9tar7 ntla9aw mrra f simana lmoda dyal stt ch8or",true
"For today, that'll be $150","bnisba l lyoum, ghadi ykon 150 dollar",true
"Make it twice a week and double your fee","khaliha joj mrrat f simana o Dobl lkhlas dyalk",true
"Nice talking to you","far7an 7it 8Drt m3ak",true
"I feel better already","kan7as 7san daba",true
"This is very inconvenient!","hadchi mbrzaT bzaf",true
"Oh, no, that's not possible!","oh, la, hadchi maymknch!",true
"I have to go pick up my kids in five minutes","khasni nmchi njib wladi f khamsa d9ay9",true
"I have to tell the school that I'm gonna be late","khasni ngol lmdrasa bila ghadi nt3atal",true
"Never mind your kids","nsa wladk",true
"what about my meeting with our new clients","ewa o ljtima3 dyalna m3a lklyan jjdad dyalna",true
"They'll be arriving in 3 minutes!","ghadi ywSlo mn daba 3 d9ay9!",true
"Is this a very important appointment for you?","wach hada maw3id mohim bnasba lik?",true
"Of course it is","Tab3an",true
"do you have a phone?","wach 3ndak tilifon?",true
"If you send a message to the secretary, she'll warn them","ila siftti message lsikritira, ghadi t3lm8om",true
"There is a problem with that","kayna mochkila fhadchi",true
"The secretary is ill today","sikritira mriDa lyoum",true
"Think again","fkkar tani",true
"I pay you to think","ana kankhalSk bach tfkkr",true
"we need solution","khasna 7all",true
"Ah, you want me to lend you my phone?","ah wach bghiti nsllfk tilifoni?",true
"but we do not want the clients to know we are stuck in the lift do we?","walakin mabghinach lklyan y3rfo bila 7na wa7lin f sansour, awlla la?",true
"Oh, yes, of course","oh, bSSe7, Tab3an",true
"What are you going to tell them?","achno ghadi tgollihom?",true
"Could you say you're getting back from Los Angeles and your plane's been delayed?","wach t9dar tgol bila ghadi trja3 mn los angeles, wla Tyartak t3atlat?",true
"I could call them, make them think I'm your secretary","n9dr n3yt lihom, o nkhaliwhom ys7ab lihom bila ana sikritira dyalk",true
"you asked me to warn them","Tlabti mni n7ddr8om",true
"Good idea","fikra mzyana",true
"now you are thinking","daba rak katfkkr",true
"With our company name being XX we cannot possibly let them know that we are stuck in our own lift","m3a smiya dyal charika dyalna XX man9adroch ngolo lihom rah wa7lin f sansour dyalna",true
"I'll call them right away, so what's the number?","ghadi nSoni 3lihom drok, achna8owa rra9m?",true
"Oh no!","oh la!",true
"It's on my computer, which is in my office","rah kayn fl PC dyali, likayn fl biro dyali",true
"this just gets worse and worse","hadchi ghir kayzid yakhyab",true
"this just gets worse and worse","hadchi ghir kayzid itkffes",true
"this just gets worse and worse","hadchi ghir kayzid itrowwen",true
"there's only one thing for it","kayna 7aja wa7da lih",true
"We have got to get out of here!","khasna nkhorjo mn 8na!",true
"give me your phone","3tini tilifonk",true
"I got my laptop in my backpack","rah 3ndi PC dyali f chkarti",true
"like I said","kimma glt lik",true
"I was gonna pick up my kids from school","knt ghadi njib wladi mn lmdrasa",true
"I thought I'd work tonight at home","knt nawi nkhdam had llila f dar",true
"We're gonna find their phones in my computer, don't worry.","ghadi nl9aw nwamr8om f PC dyali. matkhafch",true
"Here it is, I'll give it to you.","hahoa, daba n3Tih lik.",true
"In the meantime","fnfs lwe9t",true
"In the meantime","f nafs lwa9t",true
"I'll call the school and let them know I'm gonna be a little late","ghadi ndower lmdrasa o ngolihom rah ghadi nt3Tl chwiya",true
"Thank you","chokran",true
"Your phone is very low in battery","batri dyal tilifonk na9sa bzaf",true
"have you charged it up recently?","wach charjitih mo2kharan?",true
"it has just run out of battery","rah yalah khwa mn la charge",true
"We have no way of communicating with anyone","ma3ndna tta Tari9a bach ntwaslo m3a chi 7d",true
"Ah, that's getting really disturbing","ah, hadchi ghadi o kaywlli moz3ij bzaf",true
"I hope the paramedics get here.","kantmna lmos3ifin ikono wSLo l8na",true
"Don't panic","matpanikich",true
"Don't panic","matkhl3ch",true
"Don't panic","matkhal3ich",true
"we're not injured!","7na mamjro7inch",true
"Why don't we just press the alarm button","3lach manbrkoch 3la boton dyal indar",true
"why didn't you think of that before?","3lach mafkkrtich fhadchi mn 9bal?",true
"I pay you to think!","ana rah kankhalsak bach tfakar!",true
"I believe this forest path leads us to a dead end","kanDn had Tri9 dyal lghaba kaydina lTri9 masdod",true
"Have you been here before?","wach knti 8na mn 9bal?",true
"It's problematic","rah mochkila",true
"No, I don't know the area.","la la ma3arfch lminTa9a",true
"Do you think we should go back?","wach katDan bila khasna nrj3o?",true
"Yes, I think it would be prudent to retrace our steps","ah, kanDn ghadi ykon mn l7ikma ntab3o lkhotowat dyalna",true
"How long have we walked on this path?","mnimta o 7na kanmchiw fhad Tri9?",true
"That's a good idea","hadi fikra zwina",true
"What time is it now?","ch7al fsa3a daba?",true
"Do you have your phone or watch?","wach 3ndk tilifonk wla magana dyalk?",true
"Yes, I have a watch.","ah 3andi magana",true
"My phone is dead.","tilifoni decharja",true
"It's 8:00 already","ra8a 8:00 daba",true
"it's getting dark","bda Dlam kayTi7",true
"Do you have any dinner?","wach 3ndak chi 3cha?",true
"Do you have an idea of how long it took us to reach this point in the forest?","wach 3andk chi fikra ch7al tlwa9t khdina bach noSlo lhad lblasa f lghaba?",true
"I believe it's been four hours since we walked on this path","kanDn dazt rb3a dyal sway3 o7na kantmchaw f had Tri9",true
"I have some biscuits in my rucksack","3ndi chwiya dyal biskwit f sac dyali",true
"We had better move fast","khasna nat7arko bzarba",true
"The problem is the light","lmochkila hiya DDo",true
"We may lose ourselves or trip over an obstacle and hurt us","n9adro ntlfo wla n3sfo 3la chi 39ba o nt2adaw",true
"Yes, we must hurry.","ah khasna nsarbiw",true
"Let's be careful in our steps","ndeddo lbal lkhTwat dyalna",true
"And on your side","o mn jihtak",true
"Four hours?","rb3a dyal sway3?",true
"Luckily I have my phone on me","l7osn l7aD haz m3aya tilifoni",true
"we had better alert our families","khasna n3almo 3a2ilatna",true
"we should tell them about our problem","khsna n3awdo lihom 3la lmochkila dyalna",true
"Great, at least send a text to warn them.","mzyan, 3la9al sift lihom risala bach ta7drhom",true
"We can use the torch in my phone","n9adro nkhdmo ddo li f tilifoni",true
"this is my phone, not yours","hada tilifoni, machi dyalk",true
"is that your phone","wach hada tilifonk",true
"no, that's Naima's phone","la, hadak tilifon dyal Naima",true
"Yes, but let's save it","ah, walakin khlina n7afDo 3liha",true
"Do you have any warm clothes?","wach 3andak chi 7wayj dafya?",true
"Good idea","fikra naDia",true
"We had better get a move on","khasna nat7arko",true
"With the night falling, it might get cold fast enough now.","m3a lil, ghadi ybrad l7al bzarba daba",true
"Only a jacket and a scarf","ghir tjakita o zif",true
"Let's try to walk a little faster to warm ourselves.","khalina nmchiw bzarba bach nadfaw",true
"I think I still have some hot water in my bag","kanDn ba9i 3ndi chwiya dyal lma dafi f saki",true
"Would you like some tea or coffee?","bghiti chwiya dyal atay wla l9ahwa",true
"I would love some tea but we better not stop","bghit atay walakin 7san manwa9foch",true
"All right, we'll take it later.","wakha, ghadi nakhdoh mn ba3d",true
"Good morning ma'am, come in and sit down if you wish","sbah lkhir lala, aji glsi ila bghiti",true
"I'm feeling a bit nervous to be honest","kan7as bchwiya dyal tawator sara7a",true
"It's normal","rah 7aja Tabi3iya",true
"just relax and find out everything's going well","ghir rta7 o ktachf bila kolchi rah mzyan",true
"Where do we start?","mnin nabdaw?",true
"The best part is, you tell me why you wanted to come.","a7san 7aja tgoliya 3lach bghiti tji",true
"But you can also talk to me about something else","walakin t9dar t8dar m3aya 3la 7aja khra",true
"I feel overwhelmed by everything happening at the moment","kan7as bl3ya mn ga3 dakchi likaywqa3 daba",true
"It's as you wish","kifma bghiti",true
"Can you tell me more?","ta9dar tgolia liya ktar?",true
"Work is stressful","lkhdma mor8i9a",true
"My husband doesn't understand how stressful my job is","rajli makayfhamch ch7al kat3yyi khdmti",true
"Did you tell her that?","wach glti liha hadchi",true
"He says that if I don't like my job then change it","kaygol ila ma3jbatnich lkhdma nbdlha",true
"I work as a project manager for a big corporate company","kankhdam modir machro3 fcharika kbira",true
"He's unemployed at the moment","hoa makhadamch fhad lwa9t",true
"he isn't making much effort to get a new job","hoa makaybdalch mj8oud bach il9a khdma jdida",true
"His situation doesn't make him put himself in your position","lwaD3 dyalo makaykhalihch y7at raso fblastak",true
"because they have to spend some relaxing days","7it khashom ydawzo chi yamat dyal ra7a",true
"He's resting a lot on you, obviously.","hoa mtkki 3lik bzaf, bayna",true
"And I guess he's a little bored during the day","o kanadan bila kay7as blmalal chwiya fnhar",true
"he would like to find you available at night","kaybghik tkoni mojoda flil",true
"Yes and I'm bringing in the money","ah o ana kanjib lflous",true
"I can't afford to change jobs at the moment or be unemployed","man9darch nt7amal nbddl lkhdami fhad lwa9t wla mankonch khddama",true
"I get in from work and still have to cook.","kandkhol mn lkhdma o kaykhasni nTayab",true
"Do you have any suggestions as to how I talk to him about this?","wach 3ndak chi 9tira7at kifach ndwi m3ah fhadchi?",true
"You could talk to him about your feelings","t9adri dwi m3ah 3la lmacha3ir dyalk",true
"tell him you're tired and you need his help","goli lih billa raki 3yana o ma7taja lmosa3ada dyalo",true
"give him a reason to do it","3tih sabab bach ydir8a",true
"Hello, this is the first time I've seen you here!","ahlan, hadi awal mrra kanchofk 8na",true
"Oh really!","wayli!",true
"That's funny","hadchi moD7ik",true
"I've been coming here for a while","mn ch7al hadi wana kanji l8na",true
"It's lovely here","zwiwen 8na",true
"Yes, it's very nice.","ah rah zwiyen bzaf",true
"I try to give more to the ducks and swans than these greedy seagulls","kan7awal n3ti lbaT o lbaja3 ktar mn had nawras TTmma3",true
"Careful!","rad lbal",true
"Careful!","kon 3la bal",true
"Careful!","attention",true
"Don't fall in","matti7ch",true
"Thank you, I tripped!","chokran lik, rah t3akalt!",true
"I wanted to see the ducks again, they're so cute!","bghit nchof lbaT mrra khra, rahom zwinin bzaf",true
"Is that your dog?","wach hada lkalb dyalk?",true
"He's lovely","hoa fnikich",true
"His name is Fetna, it's a long story","smiyto Fetna, 9iSa Twila",true
"I like to walk around here","kay3jbni ntmcha fhad nawa7i",true
"have you ever been in the woods nearby?","wach 3amrak knti flghaba l9riba?",true
"Oh I never go near the woods","oh, ana makanmchich 7da lghaba",true
"Tell me about Fatna","3awd liya 3la Fatna",true
"It's not a name I've ever heard before","hadi machi chi smiya fayt sam3 biha mn 9bal",true
"It's quite simple, actually","rah sa8la, sara7a",true
"She was born on the day of the holiday and so we agreed to call her Fetna, as in the calendar","twldat nhar l3id o taf9na nsamiwha Fetna kif f yawmia",true
"It's silly, but it made us laugh with my parents","hadchi sakhif, walakin khlana nda7ko m3a walidia",true
"It's silly","hadchi 3abiT",true
"It's a good thing they didn't process their kids' names","rah 7aja mzyana ma3aljoch smiya dyal wladhom",true
"Why?","3lach?",true
"Because you'd be called Lent or something","7it ghadi itmmaw Lent wla chi 7aja b7al hakka",true
"I am a bit of a heathen","ana wathani chwiya",true
"I don't know anything about holy days or religious events","ana ma3arft ta haja 3la had liyam lmo9adassa wla lmonasabat diniya",true
"Sorry","sma7 liya",true
"Imagine being born on the day of Saint Ignatius, or Ascension Day","tkhayal ttold fyawm l9idis Ignatius wla 3id SSo3od",true
"Ha ha!","ha ha",true
"No I see what you mean now","la 3rft ach kat3ni daba",true
"Oh look, is that a Heron over there","oh chof, hadak Heron l8i8",true
"How beautiful!","ch7al zwin!",true
"I must take a picture of it","khasni nakhod liha tswira",true
"Don't get too close!","mat9rrbch bzaf!",true
"It's a really nice place","blasa zwina hadi sara7a",true
"Do you live far from here?","wach kat3ich b3id 3la 8na",true
"Wait, I have to catch my dog","tsna, khasni nchd klbi",true
"I have to go","khasni nmchi",true
"I live over there","ana kan3ich l8i8",true
